title,budget,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Scoop,4000000,512,en,Scoop,17.229537,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Perdido Prod."", ""id"": 291}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-07-27,31584901,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The perfect man. The perfect story. The perfect murder.,6.4,420
The Wash,7000000,13408,en,The Wash,2.453459,"[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-16,10229331,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When you're down 'n dirty, it all comes out in...",5.3,26
3 Strikes,6000000,47816,en,3 Strikes,1.433692,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-01,9000000,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"the few, the proud, the paroled.",5.9,15
The Cooler,32000000,10744,en,The Cooler,9.976428,"[{""name"": ""ContentFilm"", ""id"": 1420}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-17,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,When your life depends on losing... the last thing you need is lady luck.,6.7,89
The Misfits,4000000,11536,en,The Misfits,2.930058,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Seven Arts Productions"", ""id"": 516}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-01-01,8200000,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It shouts and sings with life ... explodes with love!,6.8,72
The Night Listener,0,9782,en,The Night Listener,7.173059,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Fortissimo Films"", ""id"": 1615}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-12,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You never know who's listening.,5.5,57
The Jerky Boys,0,18713,en,The Jerky Boys,1.735462,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-02-03,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.8,10
The Orphanage,0,6537,es,El orfanato,29.071955,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Telecinco"", ""id"": 1182}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Televisi\u00f3 de Catalunya TV3"", ""id"": 6778}, {""name"": ""Esta Vivo! Laboratorio de Nuevos Talentos"", ""id"": 11649}, {""name"": ""Grupo Rodar"", ""id"": 11650}, {""name"": ""Rodar y Rodar Cine y Televisi\u00f3n"", ""id"": 11651}, {""name"": ""Warner Bros. Pictures de Espa\u00f1a"", ""id"": 11652}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2007-08-27,44000000,105,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A tale of love.  A story of horror.,7.1,633
A Haunted House 2,0,184345,en,A Haunted House 2,18.428909,"[{""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Open Road Films"", ""id"": 10427}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-17,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It'll scare the #2 out of you.,5.4,346
The Rules of Attraction,4000000,1809,en,The Rules of Attraction,11.387335,"[{""name"": ""Kingsgate Films"", ""id"": 770}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-11,0,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,We all run on instinct,6.3,168
Topaz,4000000,2370,en,Topaz,5.975604,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-12-18,6000000,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,6.1,77
Let's Go to Prison,4000000,9809,en,Let's Go to Prison,4.59841,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-11-17,4630045,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Welcome to the slammer,5.5,69
Four Rooms,4000000,5,en,Four Rooms,22.87623,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-09,4300000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",6.5,530
Secretary,4000000,11013,en,Secretary,19.107285,"[{""name"": ""Slough Pond"", ""id"": 4730}, {""name"": ""double A Films"", ""id"": 4731}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-11,9304609,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Assume the position.,6.7,376
The Real Cancun,0,19153,en,The Real Cancun,0.456485,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-23,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,3.3,8
Talk Radio,4000000,10132,en,Talk Radio,4.541908,"[{""name"": ""Cineplex-Odeon Films"", ""id"": 5231}, {""name"": ""Ten-Four Productions"", ""id"": 8814}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-12-21,3468572,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last neighborhood in America.,6.7,46
Waiting for Guffman,0,16448,en,Waiting for Guffman,4.348416,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Pale Morning Dun"", ""id"": 8841}, {""name"": ""All Night Productions"", ""id"": 8842}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-31,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's a good reason some talent remains undiscovered.,7.3,63
Love Stinks,0,15122,en,Love Stinks,3.347885,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-10,0,94,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.4,11
You Kill Me,4000000,8141,en,You Kill Me,6.091951,"[{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Bi-polar Pictures"", ""id"": 2332}, {""name"": ""Code Entertainment"", ""id"": 14589}, {""name"": ""Independent Film Group"", ""id"": 35444}, {""name"": ""Carol Baum Productions"", ""id"": 35445}, {""name"": ""Dillinger Productions"", ""id"": 35446}, {""name"": ""Green Tulip Productions"", ""id"": 35447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-09,2426851,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Professional alcoholic hit man gets life back on track thanks to her,6.2,80
Thumbsucker,0,1546,en,Thumbsucker,4.757625,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Bob Yari Productions"", ""id"": 12260}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-23,1919197,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.1,67
Red State,4000000,48572,en,Red State,12.062371,"[{""name"": ""The Harvey Boys"", ""id"": 7784}, {""name"": ""NVSH Productions"", ""id"": 7785}, {""name"": ""Phase 4 Films"", ""id"": 9081}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-19,1104682,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear God.,5.9,316
Mirrormask,4000000,14517,en,Mirrormask,7.758188,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-25,866999,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,6.6,102
Samsara,4000000,89708,en,Samsara,12.781973,"[{""name"": ""Magidson Films"", ""id"": 10986}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-16,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,8.0,167
The Barbarians,0,27551,en,The Barbarians,1.631993,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-03-01,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Warriors. Conquerors. Heroes.,5.1,8
The Art of Getting By,0,64678,en,The Art of Getting By,12.690224,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Atlantic Pictures"", ""id"": 5387}, {""name"": ""Gigi Productions"", ""id"": 7499}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-17,1406224,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The toughest lesson is love.,6.5,415
Zipper,0,309503,en,Zipper,8.516229,"[{""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Cargo Entertainment"", ""id"": 34380}, {""name"": ""33 Pictures"", ""id"": 60171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-28,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Why take the risk,5.5,58
Poolhall Junkies,0,14293,en,Poolhall Junkies,5.90259,"[{""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-07,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's your shot. Take it.,6.5,25
The Loss of Sexual Innocence,4000000,15059,en,The Loss of Sexual Innocence,2.866934,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Red Mullet Productions"", ""id"": 24827}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-04-29,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.2,9
Holy Motors,0,103328,en,Holy Motors,9.140936,"[{""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Canal+"", ""id"": 5358}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-07-02,641100,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",6.9,228
Joe,4000000,157847,en,Joe,22.987897,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Muskat Filmed Properties"", ""id"": 10989}, {""name"": ""Dreambridge Films"", ""id"": 14037}, {""name"": ""Rough House Pictures"", ""id"": 20848}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-11,2365467,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.5,338
Shooting Fish,3000000,25719,en,Shooting Fish,1.204941,"[{""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Gruber Bros."", ""id"": 4413}, {""name"": ""Tomboy Films"", ""id"": 24356}, {""name"": ""Winchester Multimedia PLC"", ""id"": 36978}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1997-08-22,302204,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fat cats are too easy. Go for the big fish.,7.0,23
Prison,1300000,48309,en,Prison,7.605291,"[{""name"": ""Empire Pictures"", ""id"": 1212}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-03-04,354704,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Horror Has A New Home.,6.7,27
Psycho Beach Party,1500000,27723,en,Psycho Beach Party,2.855963,"[{""name"": ""New Oz Productions"", ""id"": 7055}, {""name"": ""Red Horse Films"", ""id"": 7056}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-06,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Party till you drop. Dead.,6.0,26
The Big Tease,0,20468,en,The Big Tease,0.502396,[],[],1999-01-01,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He saw. He combed. He conquered.,5.8,6
"Guten Tag, Ramón",4000000,242575,en,"Guten Tag, Ramón",1.771584,"[{""name"": ""Eficine 226"", ""id"": 8685}, {""name"": ""Beanca Films"", ""id"": 15877}, {""name"": ""Fondo de Inversi\u00f3n y Est\u00edmulos al Cine (FIDECINE)"", ""id"": 15878}, {""name"": ""MPN Cologne Film 3"", ""id"": 18715}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-10-18,0,119,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,8.1,18
Trust,9500000,44945,en,Trust,21.230737,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Dark Harbor Stories"", ""id"": 65129}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-10,120000,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"What took her family years to build, a stranger stole in an instant.",6.6,307
An Everlasting Piece,0,29122,en,An Everlasting Piece,0.068246,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Bayahibe Films Ltd."", ""id"": 16062}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-22,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Piece on Earth.,6.0,1
Among Giants,0,125123,en,Among Giants,0.541652,"[{""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""British Screen Productions"", ""id"": 20777}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1998-06-24,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"a love story from the writer of ""The Full Monty"".",4.5,2
Adore,16000000,111190,en,Adore,18.790221,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Screen NSW"", ""id"": 10951}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}, {""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Mon Voisin Productions"", ""id"": 22983}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2013-04-03,318982,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.1,291
The Velocity of Gary,4000000,133575,en,The Velocity of Gary,0.409089,"[{""name"": ""Ventanarosa Productions"", ""id"": 689}, {""name"": ""Cineville"", ""id"": 2832}, {""name"": ""Columbia TriStar Home Video"", ""id"": 20873}, {""name"": ""Dan Lupovitz Productions"", ""id"": 80578}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-16,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,*(Not His Real Name),4.2,5
Mondays in the Sun,4000000,54580,es,Los lunes al sol,3.663108,"[{""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Continental Producciones"", ""id"": 6279}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Televisi\u00f3n de Galicia (TVG) S.A."", ""id"": 10050}, {""name"": ""Antena 3 Televisi\u00f3n"", ""id"": 11737}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""El\u00edas Querejeta Producciones Cinematogr\u00e1ficas S.L."", ""id"": 12009}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Quo Vadis Cin\u00e9ma"", ""id"": 12011}, {""name"": ""Eyescreen S.r.l."", ""id"": 12012}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-09-27,146402,113,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,This film is not based on a real story. It is based on thousands.,7.1,36
Stake Land,650000,52015,en,Stake Land,12.496261,"[{""name"": ""Glass Eye Pix"", ""id"": 1360}, {""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-30,33245,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Most Dangerous Thing Is To Be Alive.,6.2,285
The Last Time I Committed Suicide,0,34941,en,The Last Time I Committed Suicide,0.596889,"[{""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Bates Entertainment"", ""id"": 52860}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-20,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life is what happens when you're busy making plans,6.7,7
Futuro Beach,0,227975,pt,Praia do Futuro,2.611364,"[{""name"": ""Cora\u00e7\u00e3o da Selva"", ""id"": 8580}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Detailfilm"", ""id"": 48663}, {""name"": ""Watchmen Productions"", ""id"": 93177}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2014-05-01,0,106,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,A hero split in half.,6.4,31
Another Happy Day,4000000,60422,en,Another Happy Day,3.238466,"[{""name"": ""Filmula"", ""id"": 8872}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-18,355688,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"At this wedding, the F-word stands for Family",6.2,37
A Lonely Place to Die,4000000,81390,en,A Lonely Place to Die,8.30723,"[{""name"": ""Carnaby International"", ""id"": 4098}, {""name"": ""Molinare Studios"", ""id"": 4250}, {""name"": ""Eigerwand Pictures"", ""id"": 21937}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-04-09,25345000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"Out here, there's nowhere to hide.",6.2,157
Nothing,0,10981,en,Nothing,3.408955,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2003-09-09,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.8,38
The Geographer Drank His Globe Away,0,225235,ru,Географ глобус пропил,1.876621,"[{""name"": ""Marmot-film"", ""id"": 19124}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2013-07-26,4037782,120,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,,7.3,23
1776,0,14902,en,1776,1.807571,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972-11-09,0,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The award winning musical comes to the screen!,7.1,20
Inescapable,0,121676,en,Inescapable,6.783053,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Alliance Films"", ""id"": 2514}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2012-09-14,0,93,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can never escape your past,5.2,13
Hell's Angels,3950000,22301,en,Hell's Angels,8.484123,"[{""name"": ""The Caddo Company"", ""id"": 13866}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1930-11-15,8000000,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,6.1,19
Purple Violets,4000000,20065,en,Purple Violets,0.936232,[],[],2007-04-30,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,A second chance for a first love.,5.7,9
The Veil,4000000,257087,en,The Veil,12.822534,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-21,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The dead come back,4.5,118
The Loved Ones,0,46420,en,The Loved Ones,4.989985,"[{""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Film Victoria"", ""id"": 11840}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-09-13,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't break her heart,6.6,207
The Helpers,4000000,114635,en,The Helpers,1.390659,"[{""name"": ""Brian Barrett Pictures"", ""id"": 21523}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-27,0,78,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Can we help you?,4.1,8
How to Fall in Love,4000000,158150,en,How to Fall in Love,1.923514,"[{""name"": ""Annuit Coeptis Entertainment Inc."", ""id"": 21041}, {""name"": ""Annuit Coeptis Entertainment II"", ""id"": 34710}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-07-21,0,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.2,20
The Perfect Wave,0,251979,en,The Perfect Wave,4.118612,"[{""name"": ""Divine Inspiration, The Fabulous Boomtown Boys"", ""id"": 28024}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2014-02-28,0,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.4,21
A Man for All Seasons,3900000,874,en,A Man for All Seasons,9.541688,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Highland Films"", ""id"": 571}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1966-12-12,28350000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,...a motion picture for all times!,7.5,89
Network,3800000,10774,en,Network,17.234745,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-11-01,23689877,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Not since the dawn of time has America experienced a man like Howard Beale!,7.7,381
Gone with the Wind,4000000,770,en,Gone with the Wind,48.98255,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-12-15,400176459,238,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest romance of all time!,7.7,970
Desert Dancer,0,266102,en,Desert Dancer,1.972668,"[{""name"": ""Head Gear Films"", ""id"": 5056}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""May 13 Films"", ""id"": 21460}, {""name"": ""CrossDay Productions Ltd."", ""id"": 32201}, {""name"": ""Morocco Film Assistance"", ""id"": 75564}]","[{""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-07-03,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be Brave. Be Bold. Be Free.,6.5,18
Major Dundee,3800000,29715,en,Major Dundee,3.490215,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Jerry Bresler Productions"", ""id"": 11971}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965-04-07,14873,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,6.2,38
Annie Get Your Gun,3768785,25209,en,Annie Get Your Gun,1.726175,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1950-05-17,8000000,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,7.3,22
